site_id,date,NDVI
WL-DAR-06,2023-12,0.8111
WL-DAR-06,2024-01,0.8392
WL-DAR-06,2024-02,0.8546
WL-DAR-06,2024-03,0.8349
WL-DAR-06,2024-04,0.7853
WL-DAR-06,2024-05,0.7895
WL-DAR-06,2024-06,0.7712
WL-DAR-06,2024-07,0.7242
WL-DAR-06,2024-08,0.7021
WL-DAR-06,2024-09,0.6336
WL-DAR-06,2024-10,0.6988
WL-DAR-06,2024-11,0.7217
WL-DAR-06,2024-12,0.7622
WL-DAR-06,2025-01,0.847
WL-DAR-06,2025-03,0.8316
WL-DAR-06,2025-04,0.8289
WL-DAR-06,2025-05,0.8163
WL-DAR-06,2025-06,0.7803
WL-DAR-06,2025-07,0.7612
WL-DAR-06,2025-08,0.7204
WL-DAR-06,2025-09,0.7231
WL-DAR-06,2025-10,0.732
WL-DAR-06,2025-11,0.79
WL-DAR-06,2025-12,0.8177
WL-DAR-06,2026-01,0.8229
WL-DAR-06,2026-02,0.812
WL-DAR-06,2026-03,0.8147
WL-DAR-06,2026-04,0.8154
WL-DAR-06,2026-05,0.8162
WL-DAR-06,2026-06,0.7986
WL-DAR-06,2026-07,0.7568
WL-FER-01,2023-01,0.6716
WL-FER-01,2023-03,0.6951
WL-FER-01,2023-04,0.6684
WL-FER-01,2023-06,0.6673
WL-FER-01,2023-07,0.5953
WL-FER-01,2023-08,0.5596
WL-FER-01,2023-09,0.5028
WL-FER-01,2023-10,0.5523
WL-FER-01,2023-11,0.6212
WL-FER-01,2023-12,0.6316
WL-FER-01,2024-01,0.6886
WL-FER-01,2024-02,0.6803
WL-FER-01,2024-03,0.6635
WL-FER-01,2024-04,0.668
WL-FER-01,2024-05,0.6723
WL-FER-01,2024-06,0.6221
WL-FER-01,2024-07,0.5761
WL-FER-01,2024-08,0.4932
WL-FER-01,2024-09,0.5342
WL-FER-01,2024-10,0.6009
WL-FER-01,2024-11,0.6164
WL-FER-01,2024-12,0.6316
WL-FER-01,2025-01,0.6751
WL-FER-01,2025-03,0.7092
WL-FER-01,2025-04,0.7206
WL-FER-01,2025-05,0.7069
WL-FER-01,2025-06,0.6701
WL-FER-01,2025-07,0.6318
WL-FER-01,2025-08,0.5848
WL-FER-01,2025-09,0.5197
WL-FER-01,2025-10,0.6019
WL-FER-01,2025-11,0.6544
WL-FER-01,2025-12,0.6795
WL-FER-01,2026-01,0.6602
WL-FER-01,2026-02,0.6534
WL-FER-01,2026-03,0.6888
WL-FER-01,2026-04,0.702
WL-FER-01,2026-05,0.7123
WL-FER-01,2026-06,0.6781
WL-FER-01,2026-07,0.6007
WL-FER-02,2023-01,0.7496
WL-FER-02,2023-03,0.7978
WL-FER-02,2023-04,0.6539
WL-FER-02,2023-06,0.6535
WL-FER-02,2023-07,0.5495
WL-FER-02,2023-08,0.4712
WL-FER-02,2023-09,0.4173
WL-FER-02,2023-10,0.5163
WL-FER-02,2023-11,0.6914
WL-FER-02,2023-12,0.7122
WL-FER-02,2024-01,0.754
WL-FER-02,2024-02,0.6467
WL-FER-02,2024-03,0.712
WL-FER-02,2024-04,0.7092
WL-FER-02,2024-05,0.6662
WL-FER-02,2024-06,0.5743
WL-FER-02,2024-07,0.407
WL-FER-02,2024-08,0.3434
WL-FER-02,2024-09,0.4847
WL-FER-02,2024-10,0.5694
WL-FER-02,2024-11,0.6753
WL-FER-02,2024-12,0.7216
WL-FER-02,2025-01,0.7188
WL-FER-02,2025-03,0.7698
WL-FER-02,2025-04,0.7238
WL-FER-02,2025-05,0.7432
WL-FER-02,2025-06,0.713
WL-FER-02,2025-07,0.5966
WL-FER-02,2025-08,0.5361
WL-FER-02,2025-09,0.5677
WL-FER-02,2025-10,0.6821
WL-FER-02,2025-11,0.737
WL-FER-02,2025-12,0.7178
WL-FER-02,2026-01,0.7184
WL-FER-02,2026-02,0.7127
WL-FER-02,2026-03,0.7395
WL-FER-02,2026-04,0.7863
WL-FER-02,2026-05,0.7768
WL-FER-02,2026-06,0.7195
WL-FER-02,2026-07,0.5826
WL-FER-03,2023-01,0.4142
WL-FER-03,2023-03,0.4457
WL-FER-03,2023-04,0.4163
WL-FER-03,2023-06,0.4033
WL-FER-03,2023-07,0.3497
WL-FER-03,2023-08,0.3199
WL-FER-03,2023-09,0.2997
WL-FER-03,2023-10,0.3191
WL-FER-03,2023-11,0.3886
WL-FER-03,2023-12,0.4003
WL-FER-03,2024-01,0.4299
WL-FER-03,2024-02,0.4214
WL-FER-03,2024-03,0.4193
WL-FER-03,2024-04,0.432
WL-FER-03,2024-05,0.4034
WL-FER-03,2024-06,0.3729
WL-FER-03,2024-07,0.3199
WL-FER-03,2024-08,0.2582
WL-FER-03,2024-09,0.2885
WL-FER-03,2024-10,0.3371
WL-FER-03,2024-11,0.3703
WL-FER-03,2024-12,0.3851
WL-FER-03,2025-01,0.4048
WL-FER-03,2025-03,0.4531
WL-FER-03,2025-04,0.4714
WL-FER-03,2025-05,0.4558
WL-FER-03,2025-06,0.4085
WL-FER-03,2025-07,0.3699
WL-FER-03,2025-08,0.3357
WL-FER-03,2025-09,0.3276
WL-FER-03,2025-10,0.3672
WL-FER-03,2025-11,0.4032
WL-FER-03,2025-12,0.4151
WL-FER-03,2026-01,0.4083
WL-FER-03,2026-02,0.3929
WL-FER-03,2026-03,0.4144
WL-FER-03,2026-04,0.4243
WL-FER-03,2026-05,0.4283
WL-FER-03,2026-06,0.4064
WL-FER-03,2026-07,0.3438
WL-FER-04,2023-01,0.6537
WL-FER-04,2023-03,0.7509
WL-FER-04,2023-04,0.7291
WL-FER-04,2023-06,0.6441
WL-FER-04,2023-07,0.5696
WL-FER-04,2023-08,0.4813
WL-FER-04,2023-09,0.4194
WL-FER-04,2023-10,0.4269
WL-FER-04,2023-11,0.54
WL-FER-04,2023-12,0.5754
WL-FER-04,2024-01,0.6506
WL-FER-04,2024-02,0.6812
WL-FER-04,2024-03,0.6804
WL-FER-04,2024-04,0.6508
WL-FER-04,2024-05,0.6062
WL-FER-04,2024-06,0.5597
WL-FER-04,2024-07,0.4291
WL-FER-04,2024-08,0.3146
WL-FER-04,2024-09,0.3012
WL-FER-04,2024-10,0.3471
WL-FER-04,2024-11,0.481
WL-FER-04,2024-12,0.5314
WL-FER-04,2025-01,0.7316
WL-FER-04,2025-03,0.7232
WL-FER-04,2025-04,0.751
WL-FER-04,2025-05,0.7478
WL-FER-04,2025-06,0.6535
WL-FER-04,2025-07,0.5702
WL-FER-04,2025-08,0.4798
WL-FER-04,2025-09,0.4352
WL-FER-04,2025-10,0.4597
WL-FER-04,2025-11,0.5338
WL-FER-04,2025-12,0.6036
WL-FER-04,2026-01,0.6639
WL-FER-04,2026-02,0.6735
WL-FER-04,2026-03,0.6954
WL-FER-04,2026-04,0.6514
WL-FER-04,2026-05,0.6516
WL-FER-04,2026-06,0.6104
WL-FER-04,2026-07,0.5269
WL-FER-05,2023-01,0.7685
WL-FER-05,2023-03,0.7868
WL-FER-05,2023-04,0.7713
WL-FER-05,2023-06,0.7742
WL-FER-05,2023-07,0.7079
WL-FER-05,2023-08,0.664
WL-FER-05,2023-09,0.5779
WL-FER-05,2023-10,0.6411
WL-FER-05,2023-11,0.7047
WL-FER-05,2023-12,0.7142
WL-FER-05,2024-01,0.7848
WL-FER-05,2024-02,0.7855
WL-FER-05,2024-03,0.7496
WL-FER-05,2024-04,0.7585
WL-FER-05,2024-05,0.7684
WL-FER-05,2024-06,0.7243
WL-FER-05,2024-07,0.6794
WL-FER-05,2024-08,0.5645
WL-FER-05,2024-09,0.6095
WL-FER-05,2024-10,0.6828
WL-FER-05,2024-11,0.6975
WL-FER-05,2024-12,0.7173
WL-FER-05,2025-01,0.7841
WL-FER-05,2025-03,0.8005
WL-FER-05,2025-04,0.8097
WL-FER-05,2025-05,0.8009
WL-FER-05,2025-06,0.7653
WL-FER-05,2025-07,0.7316
WL-FER-05,2025-08,0.6834
WL-FER-05,2025-09,0.6506
WL-FER-05,2025-10,0.6854
WL-FER-05,2025-11,0.746
WL-FER-05,2025-12,0.771
WL-FER-05,2026-01,0.7554
WL-FER-05,2026-02,0.7527
WL-FER-05,2026-03,0.7874
WL-FER-05,2026-04,0.7957
WL-FER-05,2026-05,0.8119
WL-FER-05,2026-06,0.7801
WL-FER-05,2026-07,0.7079
WL-MKU-01,2023-01,0.7274
WL-MKU-01,2023-02,0.7997
WL-MKU-01,2023-03,0.8111
WL-MKU-01,2023-04,0.6613
WL-MKU-01,2023-05,0.7301
WL-MKU-01,2023-06,0.7032
WL-MKU-01,2023-07,0.6239
WL-MKU-01,2023-08,0.4771
WL-MKU-01,2023-09,0.4491
WL-MKU-01,2023-10,0.552
WL-MKU-01,2023-11,0.6909
WL-MKU-01,2023-12,0.3351
WL-MKU-01,2024-01,0.739
WL-MKU-01,2024-02,0.7579
WL-MKU-01,2024-03,0.7527
WL-MKU-01,2024-04,0.7052
WL-MKU-01,2024-05,0.6391
WL-MKU-01,2024-06,0.5912
WL-MKU-01,2024-07,0.5358
WL-MKU-01,2024-08,0.4897
WL-MKU-01,2024-09,0.5258
WL-MKU-01,2024-10,0.5637
WL-MKU-01,2024-11,0.6289
WL-MKU-01,2024-12,0.6341
WL-MKU-01,2025-01,0.5457
WL-MKU-01,2025-02,0.7511
WL-MKU-01,2025-03,0.7169
WL-MKU-01,2025-04,0.8058
WL-MKU-01,2025-05,0.7731
WL-MKU-01,2025-06,0.6306
WL-MKU-01,2025-07,0.5641
WL-MKU-01,2025-08,0.506
WL-MKU-01,2025-09,0.5115
WL-MKU-01,2025-10,0.5668
WL-MKU-01,2025-11,0.6444
WL-MKU-01,2025-12,0.6979
WL-MKU-01,2026-01,0.7616
WL-MKU-01,2026-02,0.6923
WL-MKU-01,2026-03,0.7637
WL-MKU-01,2026-04,0.7689
WL-MKU-01,2026-05,0.6618
WL-MKU-01,2026-06,0.5695
WL-MKU-01,2026-07,0.5675
WL-MKU-02,2023-01,0.7166
WL-MKU-02,2023-03,0.7055
WL-MKU-02,2023-04,0.7129
WL-MKU-02,2023-05,0.7367
WL-MKU-02,2023-06,0.7505
WL-MKU-02,2023-07,0.7117
WL-MKU-02,2023-08,0.206
WL-MKU-02,2023-09,0.1976
WL-MKU-02,2023-10,0.2083
WL-MKU-02,2023-11,0.3567
WL-MKU-02,2023-12,0.4014
WL-MKU-02,2024-02,0.8295
WL-MKU-02,2024-03,0.7191
WL-MKU-02,2024-04,0.6311
WL-MKU-02,2024-05,0.5302
WL-MKU-02,2024-06,0.7168
WL-MKU-02,2024-07,0.8087
WL-MKU-02,2024-08,0.3735
WL-MKU-02,2024-09,0.3058
WL-MKU-02,2024-10,0.2593
WL-MKU-02,2024-11,0.3329
WL-MKU-02,2024-12,0.4025
WL-MKU-02,2025-01,0.1552
WL-MKU-02,2025-04,0.8383
WL-MKU-02,2025-05,0.8156
WL-MKU-02,2025-06,0.7901
WL-MKU-02,2025-07,0.653
WL-MKU-02,2025-08,0.6113
WL-MKU-02,2025-09,0.553
WL-MKU-02,2025-10,0.5271
WL-MKU-02,2025-11,0.4334
WL-MKU-02,2025-12,0.5199
WL-MKU-02,2026-01,0.752
WL-MKU-02,2026-02,0.7894
WL-MKU-02,2026-03,0.8164
WL-MKU-02,2026-04,0.794
WL-MKU-02,2026-05,0.8209
WL-MKU-02,2026-06,0.7872
WL-MKU-02,2026-07,0.672
WL-MKU-03,2023-01,0.4309
WL-MKU-03,2023-03,0.7504
WL-MKU-03,2023-04,0.6016
WL-MKU-03,2023-05,0.5759
WL-MKU-03,2023-06,0.6783
WL-MKU-03,2023-07,0.5824
WL-MKU-03,2023-08,0.391
WL-MKU-03,2023-09,0.3323
WL-MKU-03,2023-10,0.4254
WL-MKU-03,2023-11,0.6919
WL-MKU-03,2023-12,0.6395
WL-MKU-03,2024-02,0.5256
WL-MKU-03,2024-03,0.4742
WL-MKU-03,2024-04,0.7727
WL-MKU-03,2024-05,0.6902
WL-MKU-03,2024-06,0.6126
WL-MKU-03,2024-07,0.4673
WL-MKU-03,2024-08,0.3106
WL-MKU-03,2024-09,0.3178
WL-MKU-03,2024-10,0.3755
WL-MKU-03,2024-11,0.4911
WL-MKU-03,2024-12,0.4418
WL-MKU-03,2025-01,0.5974
WL-MKU-03,2025-04,0.7787
WL-MKU-03,2025-05,0.7195
WL-MKU-03,2025-06,0.6441
WL-MKU-03,2025-07,0.5632
WL-MKU-03,2025-08,0.4842
WL-MKU-03,2025-09,0.4191
WL-MKU-03,2025-10,0.4898
WL-MKU-03,2025-11,0.6231
WL-MKU-03,2025-12,0.7302
WL-MKU-03,2026-01,0.7543
WL-MKU-03,2026-02,0.72
WL-MKU-03,2026-03,0.7376
WL-MKU-03,2026-04,0.7148
WL-MKU-03,2026-05,0.6526
WL-MKU-03,2026-06,0.5589
WL-MKU-03,2026-07,0.5387
WL-MKU-04,2023-01,0.5504
WL-MKU-04,2023-03,0.6739
WL-MKU-04,2023-04,0.605
WL-MKU-04,2023-05,0.5963
WL-MKU-04,2023-06,0.6125
WL-MKU-04,2023-07,0.4997
WL-MKU-04,2023-08,0.4251
WL-MKU-04,2023-09,0.4118
WL-MKU-04,2023-10,0.4639
WL-MKU-04,2023-11,0.5619
WL-MKU-04,2023-12,0.1776
WL-MKU-04,2024-02,0.551
WL-MKU-04,2024-03,0.5224
WL-MKU-04,2024-04,0.6365
WL-MKU-04,2024-05,0.6238
WL-MKU-04,2024-06,0.5988
WL-MKU-04,2024-07,0.4654
WL-MKU-04,2024-08,0.3383
WL-MKU-04,2024-09,0.3659
WL-MKU-04,2024-10,0.4089
WL-MKU-04,2024-11,0.4687
WL-MKU-04,2024-12,0.4703
WL-MKU-04,2025-01,0.6023
WL-MKU-04,2025-04,0.6945
WL-MKU-04,2025-05,0.6703
WL-MKU-04,2025-06,0.6239
WL-MKU-04,2025-07,0.5617
WL-MKU-04,2025-08,0.4552
WL-MKU-04,2025-09,0.3965
WL-MKU-04,2025-10,0.4512
WL-MKU-04,2025-11,0.5336
WL-MKU-04,2025-12,0.5971
WL-MKU-04,2026-01,0.6453
WL-MKU-04,2026-02,0.5958
WL-MKU-04,2026-03,0.6284
WL-MKU-04,2026-04,0.6375
WL-MKU-04,2026-05,0.6281
WL-MKU-04,2026-06,0.5777
WL-MKU-04,2026-07,0.5556
WL-MKU-05,2023-01,0.4131
WL-MKU-05,2023-03,0.7602
WL-MKU-05,2023-04,0.6105
WL-MKU-05,2023-05,0.5345
WL-MKU-05,2023-06,0.6204
WL-MKU-05,2023-07,0.4909
WL-MKU-05,2023-08,0.3443
WL-MKU-05,2023-09,0.293
WL-MKU-05,2023-10,0.3745
WL-MKU-05,2023-11,0.6688
WL-MKU-05,2023-12,0.588
WL-MKU-05,2024-02,0.5122
WL-MKU-05,2024-03,0.4614
WL-MKU-05,2024-04,0.7768
WL-MKU-05,2024-05,0.6895
WL-MKU-05,2024-06,0.6076
WL-MKU-05,2024-07,0.4574
WL-MKU-05,2024-08,0.2485
WL-MKU-05,2024-09,0.2514
WL-MKU-05,2024-10,0.3278
WL-MKU-05,2024-11,0.4262
WL-MKU-05,2024-12,0.4204
WL-MKU-05,2025-01,0.7053
WL-MKU-05,2025-04,0.7589
WL-MKU-05,2025-05,0.6828
WL-MKU-05,2025-06,0.6185
WL-MKU-05,2025-07,0.5302
WL-MKU-05,2025-08,0.4011
WL-MKU-05,2025-09,0.3377
WL-MKU-05,2025-10,0.4316
WL-MKU-05,2025-11,0.562
WL-MKU-05,2025-12,0.6849
WL-MKU-05,2026-01,0.7345
WL-MKU-05,2026-02,0.6886
WL-MKU-05,2026-03,0.6856
WL-MKU-05,2026-04,0.6357
WL-MKU-05,2026-05,0.5566
WL-MKU-05,2026-06,0.456
WL-MKU-05,2026-07,0.4434
WL-MKU-06,2023-01,0.5186
WL-MKU-06,2023-03,0.766
WL-MKU-06,2023-04,0.6028
WL-MKU-06,2023-05,0.5732
WL-MKU-06,2023-06,0.6267
WL-MKU-06,2023-07,0.5699
WL-MKU-06,2023-08,0.437
WL-MKU-06,2023-09,0.3775
WL-MKU-06,2023-10,0.3316
WL-MKU-06,2023-11,0.5881
WL-MKU-06,2023-12,0.3882
WL-MKU-06,2024-02,0.5545
WL-MKU-06,2024-03,0.4949
WL-MKU-06,2024-04,0.722
WL-MKU-06,2024-05,0.6542
WL-MKU-06,2024-06,0.5844
WL-MKU-06,2024-07,0.4911
WL-MKU-06,2024-08,0.3493
WL-MKU-06,2024-09,0.3215
WL-MKU-06,2024-10,0.2746
WL-MKU-06,2024-11,0.4681
WL-MKU-06,2024-12,0.4572
WL-MKU-06,2025-01,0.2389
WL-MKU-06,2025-04,0.7395
WL-MKU-06,2025-05,0.6623
WL-MKU-06,2025-06,0.6099
WL-MKU-06,2025-07,0.5308
WL-MKU-06,2025-08,0.4425
WL-MKU-06,2025-09,0.2902
WL-MKU-06,2025-10,0.376
WL-MKU-06,2025-11,0.4872
WL-MKU-06,2025-12,0.6059
WL-MKU-06,2026-01,0.7005
WL-MKU-06,2026-02,0.6578
WL-MKU-06,2026-03,0.6729
WL-MKU-06,2026-04,0.6702
WL-MKU-06,2026-05,0.5893
WL-MKU-06,2026-06,0.502
WL-MKU-06,2026-07,0.5026
WL-SOM-01,2023-01,0.7449
WL-SOM-01,2023-04,0.6432
WL-SOM-01,2023-06,0.6043
WL-SOM-01,2023-07,0.4929
WL-SOM-01,2023-08,0.3797
WL-SOM-01,2023-09,0.3181
WL-SOM-01,2023-10,0.2178
WL-SOM-01,2023-11,0.6442
WL-SOM-01,2023-12,0.654
WL-SOM-01,2024-02,0.7703
WL-SOM-01,2024-03,0.6735
WL-SOM-01,2024-05,0.7135
WL-SOM-01,2024-06,0.6228
WL-SOM-01,2024-07,0.476
WL-SOM-01,2024-08,0.3189
WL-SOM-01,2024-09,0.3002
WL-SOM-01,2024-10,0.2146
WL-SOM-01,2024-11,0.5815
WL-SOM-01,2024-12,0.6439
WL-SOM-01,2025-01,0.7914
WL-SOM-01,2025-04,0.7303
WL-SOM-01,2025-05,0.7177
WL-SOM-01,2025-06,0.6544
WL-SOM-01,2025-07,0.5521
WL-SOM-01,2025-08,0.4192
WL-SOM-01,2025-09,0.3509
WL-SOM-01,2025-10,0.5347
WL-SOM-01,2025-11,0.6576
WL-SOM-01,2025-12,0.7155
WL-SOM-01,2026-01,0.7785
WL-SOM-01,2026-02,0.7539
WL-SOM-01,2026-03,0.4842
WL-SOM-01,2026-04,0.6804
WL-SOM-01,2026-05,0.6748
WL-SOM-01,2026-06,0.5643
WL-SOM-01,2026-07,0.4251
WL-SOM-02,2023-01,0.6245
WL-SOM-02,2023-04,0.6454
WL-SOM-02,2023-06,0.589
WL-SOM-02,2023-07,0.4623
WL-SOM-02,2023-08,0.356
WL-SOM-02,2023-09,0.3024
WL-SOM-02,2023-10,0.1491
WL-SOM-02,2023-11,0.4455
WL-SOM-02,2023-12,0.5916
WL-SOM-02,2024-02,0.7034
WL-SOM-02,2024-03,0.6021
WL-SOM-02,2024-05,0.6489
WL-SOM-02,2024-06,0.5535
WL-SOM-02,2024-07,0.4218
WL-SOM-02,2024-08,0.3021
WL-SOM-02,2024-09,0.2782
WL-SOM-02,2024-10,0.2932
WL-SOM-02,2024-11,0.3775
WL-SOM-02,2024-12,0.468
WL-SOM-02,2025-01,0.6636
WL-SOM-02,2025-04,0.7189
WL-SOM-02,2025-05,0.6683
WL-SOM-02,2025-06,0.5753
WL-SOM-02,2025-07,0.4594
WL-SOM-02,2025-08,0.3492
WL-SOM-02,2025-09,0.1942
WL-SOM-02,2025-10,0.4098
WL-SOM-02,2025-11,0.5721
WL-SOM-02,2025-12,0.6374
WL-SOM-02,2026-01,0.7122
WL-SOM-02,2026-02,0.6682
WL-SOM-02,2026-03,0.5319
WL-SOM-02,2026-04,0.5559
WL-SOM-02,2026-05,0.6174
WL-SOM-02,2026-06,0.4965
WL-SOM-02,2026-07,0.3939
WL-SOM-03,2023-01,0.7517
WL-SOM-03,2023-04,0.6027
WL-SOM-03,2023-06,0.6155
WL-SOM-03,2023-07,0.4678
WL-SOM-03,2023-08,0.3482
WL-SOM-03,2023-09,0.2915
WL-SOM-03,2023-10,0.2592
WL-SOM-03,2023-11,0.6552
WL-SOM-03,2023-12,0.5584
WL-SOM-03,2024-02,0.7759
WL-SOM-03,2024-03,0.6353
WL-SOM-03,2024-05,0.7198
WL-SOM-03,2024-06,0.6041
WL-SOM-03,2024-07,0.456
WL-SOM-03,2024-08,0.2958
WL-SOM-03,2024-09,0.2809
WL-SOM-03,2024-10,0.2597
WL-SOM-03,2024-11,0.5765
WL-SOM-03,2024-12,0.675
WL-SOM-03,2025-01,0.8142
WL-SOM-03,2025-04,0.747
WL-SOM-03,2025-05,0.7281
WL-SOM-03,2025-06,0.65
WL-SOM-03,2025-07,0.5152
WL-SOM-03,2025-08,0.3739
WL-SOM-03,2025-09,0.2975
WL-SOM-03,2025-10,0.4174
WL-SOM-03,2025-11,0.6836
WL-SOM-03,2025-12,0.7461
WL-SOM-03,2026-01,0.7932
WL-SOM-03,2026-02,0.775
WL-SOM-03,2026-03,0.7081
WL-SOM-03,2026-04,0.6181
WL-SOM-03,2026-05,0.6134
WL-SOM-03,2026-06,0.5172
WL-SOM-03,2026-07,0.3872
WL-SOM-04,2023-01,0.7384
WL-SOM-04,2023-04,0.6334
WL-SOM-04,2023-06,0.6149
WL-SOM-04,2023-07,0.5149
WL-SOM-04,2023-08,0.3944
WL-SOM-04,2023-09,0.2769
WL-SOM-04,2023-10,0.0984
WL-SOM-04,2023-11,0.5387
WL-SOM-04,2023-12,0.6323
WL-SOM-04,2024-02,0.733
WL-SOM-04,2024-03,0.6418
WL-SOM-04,2024-05,0.7226
WL-SOM-04,2024-06,0.6252
WL-SOM-04,2024-07,0.4801
WL-SOM-04,2024-08,0.3197
WL-SOM-04,2024-09,0.3114
WL-SOM-04,2024-10,0.2706
WL-SOM-04,2024-11,0.3899
WL-SOM-04,2024-12,0.6446
WL-SOM-04,2025-01,0.7914
WL-SOM-04,2025-04,0.7438
WL-SOM-04,2025-05,0.6863
WL-SOM-04,2025-06,0.6276
WL-SOM-04,2025-07,0.5409
WL-SOM-04,2025-08,0.4075
WL-SOM-04,2025-09,0.2305
WL-SOM-04,2025-10,0.4902
WL-SOM-04,2025-11,0.6318
WL-SOM-04,2025-12,0.6915
WL-SOM-04,2026-01,0.7405
WL-SOM-04,2026-02,0.7201
WL-SOM-04,2026-03,0.4722
WL-SOM-04,2026-04,0.5842
WL-SOM-04,2026-05,0.6247
WL-SOM-04,2026-06,0.5134
WL-SOM-04,2026-07,0.4147
WL-SOM-05,2023-01,0.7376
WL-SOM-05,2023-04,0.6389
WL-SOM-05,2023-06,0.6303
WL-SOM-05,2023-07,0.4997
WL-SOM-05,2023-08,0.3821
WL-SOM-05,2023-09,0.319
WL-SOM-05,2023-10,0.2299
WL-SOM-05,2023-11,0.6516
WL-SOM-05,2023-12,0.5731
WL-SOM-05,2024-02,0.7541
WL-SOM-05,2024-03,0.6348
WL-SOM-05,2024-05,0.7278
WL-SOM-05,2024-06,0.6342
WL-SOM-05,2024-07,0.493
WL-SOM-05,2024-08,0.3181
WL-SOM-05,2024-09,0.3005
WL-SOM-05,2024-10,0.221
WL-SOM-05,2024-11,0.546
WL-SOM-05,2024-12,0.6047
WL-SOM-05,2025-01,0.7912
WL-SOM-05,2025-04,0.7719
WL-SOM-05,2025-05,0.7283
WL-SOM-05,2025-06,0.6753
WL-SOM-05,2025-07,0.5546
WL-SOM-05,2025-08,0.3966
WL-SOM-05,2025-09,0.3267
WL-SOM-05,2025-10,0.455
WL-SOM-05,2025-11,0.6551
WL-SOM-05,2025-12,0.6882
WL-SOM-05,2026-01,0.7885
WL-SOM-05,2026-02,0.7555
WL-SOM-05,2026-03,0.6341
WL-SOM-05,2026-04,0.6368
WL-SOM-05,2026-05,0.6342
WL-SOM-05,2026-06,0.5278
WL-SOM-05,2026-07,0.4036
WL-SOM-06,2023-01,0.8147
WL-SOM-06,2023-04,0.7142
WL-SOM-06,2023-06,0.6861
WL-SOM-06,2023-07,0.5918
WL-SOM-06,2023-08,0.4788
WL-SOM-06,2023-09,0.4118
WL-SOM-06,2023-10,0.1108
WL-SOM-06,2023-11,0.7023
WL-SOM-06,2023-12,0.7358
WL-SOM-06,2024-02,0.7951
WL-SOM-06,2024-03,0.7237
WL-SOM-06,2024-05,0.7546
WL-SOM-06,2024-06,0.6786
WL-SOM-06,2024-07,0.5722
WL-SOM-06,2024-08,0.3905
WL-SOM-06,2024-09,0.3912
WL-SOM-06,2024-10,0.4011
WL-SOM-06,2024-11,0.5305
WL-SOM-06,2024-12,0.7026
WL-SOM-06,2025-01,0.8174
WL-SOM-06,2025-04,0.7959
WL-SOM-06,2025-05,0.7474
WL-SOM-06,2025-06,0.7138
WL-SOM-06,2025-07,0.6305
WL-SOM-06,2025-08,0.477
WL-SOM-06,2025-09,0.2789
WL-SOM-06,2025-10,0.5695
WL-SOM-06,2025-11,0.6893
WL-SOM-06,2025-12,0.7455
WL-SOM-06,2026-01,0.8008
WL-SOM-06,2026-02,0.79
WL-SOM-06,2026-03,0.5382
WL-SOM-06,2026-04,0.6618
WL-SOM-06,2026-05,0.6943
WL-SOM-06,2026-06,0.5808
WL-SOM-06,2026-07,0.4926
WL-SON-01,2023-01,0.7103
WL-SON-01,2023-02,0.5238
WL-SON-01,2023-03,0.7489
WL-SON-01,2023-04,0.7155
WL-SON-01,2023-05,0.7068
WL-SON-01,2023-06,0.6311
WL-SON-01,2023-07,0.5392
WL-SON-01,2023-08,0.456
WL-SON-01,2023-09,0.3322
WL-SON-01,2023-10,0.3425
WL-SON-01,2023-11,0.6783
WL-SON-01,2023-12,0.6998
WL-SON-01,2024-01,0.7525
WL-SON-01,2024-02,0.7331
WL-SON-01,2024-03,0.6438
WL-SON-01,2024-04,0.6932
WL-SON-01,2024-05,0.607
WL-SON-01,2024-06,0.5293
WL-SON-01,2024-07,0.4678
WL-SON-01,2024-08,0.349
WL-SON-01,2024-09,0.3216
WL-SON-01,2024-10,0.4392
WL-SON-01,2024-11,0.6282
WL-SON-01,2024-12,0.458
WL-SON-01,2025-01,0.638
WL-SON-01,2025-02,0.7236
WL-SON-01,2025-03,0.7534
WL-SON-01,2025-04,0.7734
WL-SON-01,2025-05,0.7436
WL-SON-01,2025-06,0.7317
WL-SON-01,2025-07,0.6955
WL-SON-01,2025-08,0.6068
WL-SON-01,2025-09,0.4333
WL-SON-01,2025-10,0.627
WL-SON-01,2025-11,0.6865
WL-SON-01,2025-12,0.7431
WL-SON-01,2026-01,0.7394
WL-SON-01,2026-02,0.6926
WL-SON-01,2026-03,0.7158
WL-SON-01,2026-04,0.7366
WL-SON-01,2026-05,0.7148
WL-SON-01,2026-06,0.6247
WL-SON-01,2026-07,0.5388
WL-SON-02,2023-01,0.7493
WL-SON-02,2023-02,0.6157
WL-SON-02,2023-03,0.7997
WL-SON-02,2023-04,0.7172
WL-SON-02,2023-05,0.6854
WL-SON-02,2023-06,0.6115
WL-SON-02,2023-07,0.5201
WL-SON-02,2023-08,0.439
WL-SON-02,2023-09,0.3317
WL-SON-02,2023-10,0.3551
WL-SON-02,2023-11,0.6982
WL-SON-02,2023-12,0.751
WL-SON-02,2024-01,0.7062
WL-SON-02,2024-02,0.7699
WL-SON-02,2024-03,0.6499
WL-SON-02,2024-04,0.6894
WL-SON-02,2024-05,0.6095
WL-SON-02,2024-06,0.4977
WL-SON-02,2024-07,0.4377
WL-SON-02,2024-08,0.3142
WL-SON-02,2024-09,0.3103
WL-SON-02,2024-10,0.4234
WL-SON-02,2024-11,0.66
WL-SON-02,2024-12,0.5896
WL-SON-02,2025-01,0.7532
